model,augmentation,sheduler,time,lr,epoch,train_loss,train_accuracy,val_loss,val_accuracy
с нуля,Base,Combo2,190.61022877693176,0.002,5,0.39836012913670604,0.9020677482282197,0.5981566723850038,0.8407512626262627
с нуля,Base,Combo2,192.91586875915527,0.002,6,0.3914876588046811,0.9041862785453504,0.5907167644061223,0.8446969696969697
с нуля,Base,Combo1,143.0904095172882,[0.020000000000000004],0,2.492172601441629,0.33670650189705775,2.6341467894086934,0.43892045454545453
с нуля,Base,Combo1,134.74886560440063,[0.020000000000000004],1,1.0720120311824515,0.7232577493020259,1.102146541379919,0.7162247474747475
с нуля,Base,Combo1,134.87190318107605,[0.020000000000000004],2,0.9012185124330646,0.7670724013887895,1.0166473641540066,0.7387941919191919
с нуля,Base,Combo1,117.09880518913269,[0.020000000000000004],3,0.7882895274453808,0.7966166153625887,0.8537079618133679,0.7829861111111112
с нуля,Base,Combo1,117.37218499183655,[0.020000000000000004],4,0.6895478041151205,0.8209439204667478,0.7905570089516013,0.7941919191919192
с нуля,Base,Combo1,116.72581601142883,[0.020000000000000004],5,0.6071377460352718,0.8434535847233159,0.8807128953813302,0.7689393939393939
с нуля,Base,Combo1,117.18658590316772,[0.0020000000000000005],6,0.5356297555448707,0.8592631451786097,1.0839797932692248,0.7078598484848485
с нуля,Base,Combo1,118.62184357643127,[0.0020000000000000005],7,0.43703296728529784,0.8908028491660104,0.5838336490771987,0.84375
с нуля,Base,Combo1,118.3669490814209,[0.0020000000000000005],8,0.4104857064751038,0.8988642261436037,0.568408732086119,0.8535353535353535
с нуля,Base,Combo1,116.54199814796448,[0.0020000000000000005],9,0.4040143255583584,0.900485002505548,0.5617140840099315,0.8500631313131313
feature_extractor,Base,None,115.27903771400452,0.1,0,2.5615593390173266,0.4663082092490515,1.2746093706651167,0.6712436868686869
feature_extractor,Base,None,107.0477979183197,0.1,1,1.1698250666455932,0.6885581466103515,1.0451880533887883,0.7279040404040404
feature_extractor,Base,None,102.84388971328735,0.1,2,0.9544986197521593,0.740803296585296,1.0048454333134371,0.7327967171717171
feature_extractor,Base,None,103.03689575195312,0.1,3,0.8668384702965682,0.7590759002076026,1.0560083214682763,0.7144886363636364
feature_extractor,Base,None,102.04356336593628,0.1,4,0.8048158649794399,0.7766482926480064,0.9268914893119022,0.7602588383838383
feature_extractor,Base,None,105.51843667030334,0.1,5,0.7624101824895784,0.785242098575417,0.8985039685109649,0.7604166666666666
feature_extractor,Base,None,106.62795805931091,0.1,6,0.7173201379297082,0.7977351635764908,0.9340921023277321,0.75
feature_extractor,Base,None,102.1207504272461,0.1,7,0.6859940261819998,0.8046847036294652,0.9082261588838365,0.756155303030303
feature_extractor,Base,None,102.37036871910095,0.1,8,0.6779782883985594,0.805247333381058,0.9033001909653345,0.7571022727272727
feature_extractor,Base,None,101.87752342224121,0.1,9,0.6370660225376812,0.8162091058772997,0.8891459179647041,0.7599431818181818
feature_extractor,Base,Multistep,107.65748238563538,[0.0020000000000000005],0,2.6215347894935106,0.45976470219772353,1.2746093706651167,0.6691919191919192
feature_extractor,Base,Multistep,132.4269678592682,[0.0020000000000000005],1,1.165372155639282,0.6866443106163648,1.0451880533887883,0.7127525252525253
feature_extractor,Base,Multistep,148.98522877693176,[0.0020000000000000005],2,0.9731666914240241,0.7362485682582862,1.0048454333134371,0.7482638888888888
feature_extractor,Base,Multistep,132.23682737350464,[0.0020000000000000005],3,0.8603247337726526,0.763258151979383,1.0560083214682763,0.7299558080808081
feature_extractor,Base,Multistep,119.08316254615784,[0.0020000000000000005],4,0.8192996294217338,0.7737109850382992,0.9268914893119022,0.73989898989899
feature_extractor,Base,Multistep,115.06595635414124,[0.0020000000000000005],5,0.7660030494871097,0.7898035381917101,0.8985039685109649,0.7591540404040404
feature_extractor,Base,Multistep,116.0023398399353,[0.0020000000000000005],6,0.7172308229723352,0.7976635764908011,0.9340921023277321,0.7441603535353535
feature_extractor,Base,Multistep,122.0707848072052,[0.0020000000000000005],7,0.6928538207013534,0.8037809166726323,0.9082261588838365,0.7462121212121212
feature_extractor,Base,Multistep,114.64384913444519,[0.0020000000000000005],8,0.6627664951257831,0.811549234018183,0.9033001909653345,0.7725694444444444
feature_extractor,Base,Multistep,116.15401315689087,[0.0020000000000000005],9,0.6456423253471675,0.8169697186627533,0.8891459179647041,0.7672032828282829
feature_extractor,Base,Multistep,107.65748238563538,[0.0020000000000000005],0,2.6215347894935106,0.45976470219772353,1.2746093706651167,0.6691919191919192
feature_extractor,Base,Multistep,132.4269678592682,[0.0020000000000000005],1,1.165372155639282,0.6866443106163648,1.0451880533887883,0.7127525252525253
feature_extractor,Base,Multistep,148.98522877693176,[0.0020000000000000005],2,0.9731666914240241,0.7362485682582862,1.0048454333134371,0.7482638888888888
feature_extractor,Base,Multistep,132.23682737350464,[0.0020000000000000005],3,0.8603247337726526,0.763258151979383,1.0560083214682763,0.7299558080808081
feature_extractor,Base,Multistep,119.08316254615784,[0.0020000000000000005],4,0.8192996294217338,0.7737109850382992,0.9268914893119022,0.73989898989899
feature_extractor,Base,Multistep,115.06595635414124,[0.0020000000000000005],5,0.7660030494871097,0.7898035381917101,0.8985039685109649,0.7591540404040404
feature_extractor,Base,Multistep,116.0023398399353,[0.0020000000000000005],6,0.7172308229723352,0.7976635764908011,0.9340921023277321,0.7441603535353535
feature_extractor,Base,Multistep,122.0707848072052,[0.0020000000000000005],7,0.6928538207013534,0.8037809166726323,0.9082261588838365,0.7462121212121212
feature_extractor,Base,Multistep,114.64384913444519,[0.0020000000000000005],8,0.6627664951257831,0.811549234018183,0.9033001909653345,0.7725694444444444
feature_extractor,Base,Multistep,116.15401315689087,[0.0020000000000000005],9,0.6456423253471675,0.8169697186627533,0.8891459179647041,0.7672032828282829
feature_extractor,Base,Combo1,103.43829464912415,[0.0020000000000000005],0,2.4312762238052734,0.4670867188059274,1.698724045897975,0.5713383838383839
feature_extractor,Base,Combo1,102.08567357063293,[0.0020000000000000005],1,1.0366536761475442,0.7355595425585224,1.1131269212323005,0.7225378787878788
feature_extractor,Base,Combo1,102.441232919693,[0.0020000000000000005],2,0.9903997177640423,0.747506756031212,1.087407874037521,0.7236426767676768
feature_extractor,Base,Combo1,103.14402198791504,[0.0020000000000000005],3,0.9686342089977847,0.750079416923187,1.0698966374903014,0.728219696969697
feature_extractor,Base,Combo1,115.68456792831421,[0.0020000000000000005],4,0.9479678947332124,0.7552683620874794,1.0554535620742374,0.7318497474747475
feature_extractor,Base,Combo1,102.53358840942383,[0.0020000000000000005],5,0.9311188188702779,0.7609550612069583,1.043074635243175,0.7313762626262627
feature_extractor,Base,Combo1,102.18284201622009,[0.0020000000000000005],6,0.9106951452238591,0.7642133921540555,1.0314303377662042,0.7370580808080808
feature_extractor,Base,Combo1,102.66721415519714,[0.0020000000000000005],7,0.8928947312082266,0.7699347662681653,1.0131694078445435,0.7425820707070707
feature_extractor,Base,Combo1,103.37532329559326,[0.0020000000000000005],8,0.8789748716042032,0.7747277453647362,1.0038730393756519,0.7417929292929293
feature_extractor,Base,Combo1,104.85254430770874,[0.0020000000000000005],9,0.866636994624242,0.7780095658243253,0.9950747706673362,0.7451073232323232
feature_extractor,Base,Combo2,101.29976177215576,[0.010000000000000002],0,2.4830677306287674,0.4636069153124776,1.4104359167994875,0.6237373737373737
feature_extractor,Base,Combo2,100.49828004837036,[0.010000000000000002],1,1.025695679489702,0.7367877084973871,1.1000872702911646,0.7193813131313131
feature_extractor,Base,Combo2,99.64626026153564,[0.010000000000000002],2,0.9877296956866068,0.7476946721311476,1.0844378031865516,0.7214330808080808
feature_extractor,Base,Combo2,102.42612552642822,[0.010000000000000002],3,0.9695775318874542,0.7494686895983964,1.0651119697575617,0.7250631313131313
feature_extractor,Base,Combo2,101.28715395927429,[0.010000000000000002],4,0.9434216912656892,0.7571005440618512,1.046073281403744,0.7321654040404041
feature_extractor,Base,Combo2,104.4806821346283,[0.010000000000000002],5,0.9267341150987617,0.7624975391939294,1.0329330686968987,0.7313762626262627
feature_extractor,Base,Combo2,104.78313302993774,[0.0010000000000000002],6,0.9105172224960993,0.7674102029493879,1.0182962501891937,0.7375315656565656
feature_extractor,Base,Combo2,104.20672345161438,[0.0010000000000000002],7,0.8951154688300004,0.770039909800272,1.0145401581369264,0.7357954545454546
feature_extractor,Base,Combo2,103.37923407554626,[0.0010000000000000002],8,0.888693984158695,0.7736975624597323,1.0148578382501698,0.7386363636363636
feature_extractor,Base,Combo2,115.94573330879211,[0.0010000000000000002],9,0.8869613363492957,0.769971678359224,1.0170043231260897,0.7373737373737373
feature_extractor,Base,Combo2,107.34697532653809,0.1,0,1.0621820828800117,0.7116818938363519,1.258320811571497,0.6620896464646465
feature_extractor,Base,Combo2,104.8840880393982,0.1,1,0.9056579579953022,0.7525592383134083,1.116594405637847,0.7032828282828283
feature_extractor,Base,Combo2,100.31950640678406,0.1,2,0.8482081176932722,0.7632615076240246,0.9578752713372009,0.7441603535353535
feature_extractor,Base,Combo2,102.16747498512268,0.1,3,0.7814234597974469,0.7818752684515713,0.8901157138323543,0.7604166666666666
feature_extractor,Base,Combo2,101.89338994026184,0.1,4,0.7304859652009073,0.7941569278402176,0.9650997293717933,0.7329545454545454
feature_extractor,Base,Combo2,100.034188747406,0.1,5,0.7134185823811193,0.7934365827904646,0.8700140050866387,0.7678345959595959
feature_extractor,Base,Combo2,102.78211832046509,0.1,6,0.6679961060592702,0.8092629214689671,0.8982814652751191,0.7630997474747475
feature_extractor,Base,Combo2,101.68960809707642,0.1,7,0.6524266121689409,0.8136576974013888,0.9119426007523681,0.7552083333333334
feature_extractor,Base,Combo2,99.26837587356567,0.1,8,0.6425649038959278,0.8165569743718233,0.8482599682880171,0.7724116161616161
feature_extractor,Base,Combo2,101.05342745780945,0.1,9,0.6084687791146566,0.825962846302527,0.9262680197604979,0.7454229797979798
